N°Obs;1. Copiez ci-dessous l'extrait que vous trouvez problématique;"2. En option, si vous le souhaitez : quel est selon vous le type de problème?  (Vous pouvez cocher plusieurs réponses. Si vous ne savez pas que répondre, cochez ""autres"").";3. Autres :;4. En option, si vous le souhaitez : merci de localiser ce qui vous parait problématique dans l'extrait et d'indiquer pourquoi.;5. Pour finir, merci de préciser le niveau (ex. Licence1, Master 2 etc.), le contexte (ex. IUT Info-com, Master MEEF-PE), et le genre (ex. dissertation, mémoire, devoir d'analyse type CRPE etc.). Si vos étudiants n'ont pas pour langue maternelle le français, merci de l'indiquer aussi.;6. Clé;7. Date de saisie;8. Date de dernière modification;9. Date de dernier enregistrement;10. Temps de saisie;11. Langue;12. Origine;13. Appareil utilisé pour la saisie;14. Progression
2605;"Après la seconde guerre mondiale sont formalisés des outils qui donnent la parole aux élèves telles que les « causeries », « exposés » ou « narrations » ; cependant les auteurs soulignent que ces outils ne remettent pas en cause la prédominance de l'écrit ni ne deviennent des objets d'apprentissage.";Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de préposition (après « cependant ») – décalage entre les erreurs répertoriées par l’enseignant par rapport à notre filtre normatif (correction absente);"M2 Mémoire
Sciences du Langage / MEEF
";DYS8-3RF3;28/06/2019 15:48:14;;28/06/2019 15:48:28;14,1216332;FR;Direct;PC;Terminé
2606;Il faut attendre les années -60/-70 pour que l'oral devienne un véritable objet : objet d'étude - il s'agit alors d'étudier les différences entre l'oral et l'écrit - et objet lié aux apprentissages scolaire. Concernant ce deuxième objet les auteurs rapportent deux approches. ;Ponctuation;;"Ponctuation : manque de virgule après la structure détachée en tête de phrase (après « Concernant ce deuxième objet »)
Ponctuation : emploi erroné des traits d’union au lieu des tirets / au lieu des tirets demi-cadrat pour encadrer l’incise (« …- il s'agit … et l'écrit -… » au lieu de « — il s'agit … et l'écrit —… » ou « – il s'agit … et l'écrit –… ») – décalage entre les erreurs répertoriées par l’enseignant par rapport à notre filtre normatif (correction absente)
";"M2 Mémoire
Sciences du Langage / MEEF
";U7N2-J9P6;28/06/2019 15:48:29;;28/06/2019 15:48:47;17,7719633;FR;Direct;PC;Terminé
2607;(...) : on retrouve dans ces programmes l'oral « objet d'apprentissage » avec la mention des genres - explicitée dans l'ouvrage de  Dolz et Schneuwly (2009) - et l'oral au service de l'écrit.;"Orthographe;Ponctuation";;"Orthographe + ponctuation : présence erronée de deux espaces (« de  Dolz » au lieu de « de Dolz »)
Ponctuation : emploi erroné des traits d’union au lieu des tirets / au lieu des tirets demi-cadrat pour encadrer l’incise (« …- explicitée … (2009) -… » au lieu de « — explicitée … (2009) —… » ou « – explicitée … (2009) –… ») – décalage entre les erreurs répertoriées par l’enseignant par rapport à notre filtre normatif (correction absente)
";"M2 Mémoire
Sciences du Langage / MEEF
";VNY5-YPS7;28/06/2019 15:48:48;;28/06/2019 15:49:29;40,7427425;FR;Direct;PC;Terminé
2608;Que ce soit dans les moments de gestion de classe, de passation de consignes ou en vu de réaliser un apprentissage, le langage oral est le medium privilégié de communication entre individus au sein de la classe. ;Orthographe;;Orthographe erroné du connecteur / de la locution prépositionnelle (« en vu de » au lieu de « en vue de »);"M2 Mémoire
Sciences du Langage / MEEF
";X5DH-SAVD;28/06/2019 15:49:30;;28/06/2019 15:49:57;27,1122677;FR;Direct;PC;Terminé
2609;Dans cette situation « l'oral est utilisé en tant qu'outil, par les élèves, pour tester des hypothèses, et, surtout, par l'enseignant afin d'orienter la recherche et guider (influencer) les échanges » (p. 33). ;Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de phrase (après « Dans cette situation »);"M2 Mémoire
Sciences du Langage / MEEF
";AHKV-JQKE;28/06/2019 15:49:59;;28/06/2019 15:50:14;15,6393314;FR;Direct;PC;Terminé
2610;Selon les auteurs les trois premières formes d'interactions, celles qui sont donc dirigées par l'enseignant, sont majoritairement utilisées en classe. ;Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de phrase introduite par « selon » (après « Selon les auteurs »);"M2 Mémoire
Sciences du Langage / MEEF
";6Z35-3GVV;28/06/2019 15:50:15;;28/06/2019 15:50:36;20,6584267;FR;Direct;PC;Terminé
2611;Pour eux cette prédominance ne permet pas aux élèves de s'approprier l'oral comme un véritable outil au service des apprentissages. ;Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de phrase introduite par « pour » (après « Pour eux »);"M2 Mémoire
Sciences du Langage / MEEF
";TWFV-HJMH;28/06/2019 15:50:37;;28/06/2019 15:50:49;12,4353383;FR;Direct;PC;Terminé
2612;Selon elle les échanges verbaux permettent de construire une notion ou une démarche - que ce soit dans le domaine du français ou dans d'autres disciplines - via notamment « une dynamique de changement des représentations, des tâches, des niveaux d'appréhension d'une règle ou d'une notion » (p. 56). ;Ponctuation;;"Ponctuation : manque de virgule après la structure détachée en tête de phrase introduite par « selon » (après « Selon elle »)
Ponctuation : emploi erroné des traits d’union au lieu des tirets / au lieu des tirets demi-cadrat pour encadrer l’incise (« …- que ce soit … d'autres disciplines  -… » au lieu de « — que ce soit … d'autres disciplines  —… » ou « – que ce soit … d'autres disciplines  –… ») – décalage entre les erreurs répertoriées par l’enseignant par rapport à notre filtre normatif (correction absente)
";"M2 Mémoire
Sciences du Langage / MEEF
";UZDN-7GY3;28/06/2019 15:50:51;;28/06/2019 15:51:07;15,2975682;FR;Direct;PC;Terminé
2613;Cette approche, développée particulièrement en Amérique du nord, a donné naissance à  l'apprentissage coopératif. ;"Orthographe;Ponctuation";;"Orthographe : manque de majuscule dans un nom propre (nom de continent) (« Amérique du nord » au lieu de « Amérique du Nord ») – décalage entre les erreurs répertoriées par l’enseignant par rapport à notre filtre normatif (correction absente)
Orthographe + ponctuation : présence erronée de deux espaces (« à  l'apprentissage » au lieu de « à l'apprentissage »)
";"M2 Mémoire
Sciences du Langage / MEEF
";YNEJ-CQCV;28/06/2019 15:51:08;;28/06/2019 15:51:54;46,1217496;FR;Direct;PC;Terminé
2614;Dans ces modèles pédagogiques la coopération est recherchée comme une fin et n'est pas uniquement  un outil. ;"Orthographe;Ponctuation";;"Orthographe + ponctuation : présence erronée de deux espaces (« uniquement  un outil » au lieu de « uniquement un outil »)
Ponctuation : manque de virgule après la structure détachée en tête de phrase (après « Dans ces modèles pédagogiques »)
";"M2 Mémoire
Sciences du Langage / MEEF
";MSSV-NNNL;28/06/2019 15:51:55;;28/06/2019 15:52:15;20,2916132;FR;Direct;PC;Terminé
2615;En Amérique du nord à partir des années -70, les recherches sur la coopérations, inspirées des modèles des pédagogies de groupe aboutissent à la théorisation...;Orthographe;;Orthographe : manque de majuscule dans un nom propre (nom de continent) (« Amérique du nord » au lieu de « Amérique du Nord ») – décalage entre les erreurs répertoriées par l’enseignant par rapport à notre filtre normatif (correction absente);"M2 Mémoire
Sciences du Langage / MEEF
";E8L6-399E;28/06/2019 15:52:17;;28/06/2019 15:52:45;28,3189666;FR;Direct;PC;Terminé
2616;Cinq principes ou conditions de base sont en effet nécessaires pour que la coopération ai lieu :;"Orthographe;Syntaxe / Construction des phrases";;Orthographe + syntaxe : terminaison erronée du verbe « avoir » P3 présent subjonctif (emploi erroné de la forme orthographique P3 présent indicatif de ce même verbe – « ai » au lieu de « ait ») ;"M2 Mémoire
Sciences du Langage / MEEF
";N8LN-ZGRL;28/06/2019 15:52:47;;28/06/2019 15:53:08;21,1046972;FR;Direct;PC;Terminé
2617;(...), l'auteure explique « les membres d’une équipe de travail doivent percevoir que leur réussite est conditionnelle à celle des autres membres, en vue d’atteindre un but commun », cette modalité de travail est opposée à l'indépendance (travail individuel) et à l'interdépendance négative (compétition).;"Syntaxe / Construction des phrases;Discours rapporté / Citation/ Sources";;Syntaxe + citation : manque de conjonction « que » introduisant la subordonnée complétive (verbe introducteur le discours rapporté) (« expliquer ») (« l'auteure explique « les membres d’une équipe de travail doivent percevoir » » au lieu de « l’auteure explique que « les membres d’une équipe de travail doivent percevoir » »);"M2 Mémoire
Sciences du Langage / MEEF
";H8XN-HPBN;28/06/2019 15:53:10;;28/06/2019 15:54:48;98,1722812;FR;Direct;PC;Terminé
2618;​- la habiletés sociales et coopératives : les élèves doivent mettre en œuvre des compétences liées à la prise de décision, à la communication efficace ou à la gestion des conflits;Syntaxe / Construction des phrases;;Syntaxe : accord erroné nom-déterminant en nombre (« la » au lieu de « les ») (« habiletés ») (« la habiletés sociales et coopératives » au lieu de « la habiletés sociales et coopératives »);"M2 Mémoire
Sciences du Langage / MEEF
";86FR-M7W8;28/06/2019 15:54:49;;28/06/2019 15:56:11;82,3456819;FR;Direct;PC;Terminé
2619;Plante (2012) rapporte deux méta-analyses qui se sont penchées sur l'apprentissage coopératif. La première est celle Slavin en 1995 : 78% des 99 études examinées montrent un effet positif de l'apprentissage coopératif sur le rendement et aucune étude ne montre d'effet négatif. ;Syntaxe / Construction des phrases;;Syntaxe : manque de préposition entre le pronom personnel « celui » et son expansion (préposition « de ») (« La première est celle Slavin » au lieu de « La première est celle de Slavin »);"M2 Mémoire
Sciences du Langage / MEEF
";A5A7-P4TF;28/06/2019 15:56:12;;28/06/2019 15:57:16;63,5135273;FR;Direct;PC;Terminé
2620;La deuxième est celle de Roseth, Johnson et Johnson en 2008 : l'analyse de 129 études montre un gain significatif par rapport aux environnements de type compétitif  ou individualiste. ;"Orthographe;Ponctuation";;Orthographe + ponctuation : présence erronée de deux espaces (« compétitif  ou » au lieu de « compétitif ou »);"M2 Mémoire
Sciences du Langage / MEEF
";VXN8-DUJG;28/06/2019 15:57:18;;28/06/2019 15:57:34;16,0269531;FR;Direct;PC;Terminé
2621;(...) : d'une part la confiance d'un nombre important d'enseignants dans l'efficacité d'un enseignement transmissif de type magistral et d'autres parts les difficultés que l'on peut rencontrer au cours de la mise en œuvre de l'apprentissage coopératif, difficultés qui peuvent décourager les enseignants intéressés par cette approche. ;Orthographe;;Orthographe erronée du connecteur / de la locution adverbiale (« d’autres parts » au lieu de « d’autre part »);"M2 Mémoire
Sciences du Langage / MEEF
";PUCY-RAW7;28/06/2019 15:57:35;;28/06/2019 15:58:24;49,1473528;FR;Direct;PC;Terminé
2622;Ces difficultés sont de deux ordre : gestion de la classe difficile lors des situations de travail de groupe (niveau sonore, indiscipline) et absence de coopération ou de travail : (...);"Orthographe;Syntaxe / Construction des phrases";;Orthographe + syntaxe : singulier erroné avec le déterminant numéral « deux » (« ordre ») (« Ces difficultés sont de deux ordre » au lieu de « Ces difficultés sont de deux ordres »);"M2 Mémoire
Sciences du Langage / MEEF
";7RH4-QA6W;28/06/2019 15:58:26;;28/06/2019 15:58:45;19,8469337;FR;Direct;PC;Terminé
2623;Selon l'auteur ces difficultés peuvent s'expliquer par un manque de préparation préalable à la mise en œuvre de ce type de pédagogie : chez des élèves peu habitués de ces modalités d'apprentissage, les compétences relationnelles et sociales ne sont pas suffisamment développées pour permettre une mise en œuvre efficace d'un travail de groupe coopératif. ;Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de phrase introduite par « selon » (après « Selon l’auteur »);"M2 Mémoire
Sciences du Langage / MEEF
";FRN5-UPRV;28/06/2019 15:58:47;;28/06/2019 15:59:06;18,5215802;FR;Direct;PC;Terminé
2624;Nous avons donc vu que les situations de travail en groupe génèrent des interactions orales entre élèves et que ces interactions sont propices à l'apparition de conflits socio-cognitifs et de réflexions d'ordre métacognitives, deux éléments favorables aux apprentissages. ;"Orthographe;Syntaxe / Construction des phrases";;Orthographe + syntaxe : accord erroné nom-adjectif en genre et en nombre (accord avec la tête du syntagme alors que l’élément porte sur l’expansion) (« de réflexions d'ordre métacognitives » au lieu de « de réflexions d'ordre métacognitif »);"M2 Mémoire
Sciences du Langage / MEEF
";DF3R-XM5P;28/06/2019 15:59:07;;28/06/2019 16:00:10;62,8757156;FR;Direct;PC;Terminé
2625;La question des compétences relationnelles est apparue comme un enjeu important pour garantir une coopération efficace entre les membres du groupes et des interactions de qualité. ;"Orthographe;Syntaxe / Construction des phrases";;Orthographe + syntaxe : pluriel erroné du nom (« du groupes » au lieu de « du groupe »);"M2 Mémoire
Sciences du Langage / MEEF
";QYZ7-SY44;28/06/2019 16:00:11;;28/06/2019 16:00:22;11,0534128;FR;Direct;PC;Terminé
2626;Les consignes données devront amener les élèves à verbaliser et partager leur réflexions et les stratégies déployées.;"Orthographe;Syntaxe / Construction des phrases";;Orthographe + syntaxe : accord erroné déterminant-nom en nombre (déterminant possessif « leur ») (« leur réflexions » au lieu de « leurs réflexions »);"M2 Mémoire
Sciences du Langage / MEEF
";W6TZ-ALL4;28/06/2019 16:00:23;;28/06/2019 16:00:43;19,6042109;FR;Direct;PC;Terminé
2627;Afin de favoriser l'apparition de  la métacognition, nous choisissons de (...);"Orthographe;Ponctuation";;Orthographe + ponctuation : présence erronée de deux espaces (« de  la métacognition » au lieu de « de la métacognition »);"M2 Mémoire
Sciences du Langage / MEEF
";G9S5-B76S;28/06/2019 16:00:44;;28/06/2019 16:01:08;23,6753767;FR;Direct;PC;Terminé
2628;(...) : en quoi la coopération et les interactions entre élèves, lors de tâches de résolution de problèmes mathématiques, permettent-elles la réussite des élèves dans la tâche et l'amélioration de leur compétences dans ce domaine ?;"Orthographe;Syntaxe / Construction des phrases";;Orthographe + syntaxe : accord erroné déterminant-nom en nombre (déterminant possessif « leur ») (« leur compétences » au lieu de « leurs compétences »);"M2 Mémoire
Sciences du Langage / MEEF
";P5C2-XBDT;28/06/2019 16:01:09;;28/06/2019 16:01:46;36,9982131;FR;Direct;PC;Terminé
2629;En nous appuyant sur la synthèse de l'état de l'art et en réponse à cette problématique nous mettons en place en cycle 2 une séquence présentant les caractéristiques suivantes : travail en groupes, appui sur les principes de l'apprentissage coopératif et consignes visant à générer des réflexions métacognitives. ;Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de phrase (gérondif en tête de phrase) (virgule avant « nous mettons »);"M2 Mémoire
Sciences du Langage / MEEF
";KRAA-YG4W;28/06/2019 16:01:47;;28/06/2019 16:02:14;26,7539344;FR;Direct;PC;Terminé
2630;"Nous émettons les hypothèses suivantes :
	- hypothèse 1 : une séquence présentant les caractéristiques énoncées permet de générer des interactions constructives entre élèves, leur permettant de résoudre les tâches proposées
	- hypothèse 2 : les interactions constructives citées ci-dessus font progresser les élèves dans la résolution de problèmes analogues à ceux étudiés.
";Ponctuation;;Manque de signe de ponctuation dans une liste à puce (point-virgule à la fin du premier élément de l’énumération);"M2 Mémoire
Sciences du Langage / MEEF
";NRAL-2D2H;28/06/2019 16:02:15;;28/06/2019 16:02:58;42,239653;FR;Direct;PC;Terminé
2631;La séquence a été mise en place dans une classe de CE1-CE2 d'une école du centre ville de Grenoble. ;Orthographe;;Orthographe : manque de trait d’union dans un mot composé (« centre ville » au lieu de « centre-ville »);"M2 Mémoire
Sciences du Langage / MEEF
";8URF-DQHG;28/06/2019 16:02:59;;28/06/2019 16:03:20;21,061934;FR;Direct;PC;Terminé
2632;Elle a la particularité de proposer une section internationale, c'est à dire un enseignement renforcé dans une langue étrangère. ;Orthographe;;Orthographe erronée du coordonnant (« c’est à dire » au lieu de « c’est-à-dire »);"M2 Mémoire
Sciences du Langage / MEEF
";Z2N8-ZTJM;28/06/2019 16:03:21;;28/06/2019 16:03:37;16,5007138;FR;Direct;PC;Terminé
2633;Dans notre classe tous les élèves de CE1 sont scolarisés en section internationale, cela signifie qu'ils sont en dehors de la classe 3h par semaine. ;Ponctuation;;"Ponctuation : manque de virgule après la structure détachée en tête de phrase (après « dans notre classe »)
Ponctuation : signe de ponctuation erroné entre deux principales (virgule au lieu de deux-points avant « cela »)
";"M2 Mémoire
Sciences du Langage / MEEF
";H4KM-FY8Z;28/06/2019 16:03:39;;28/06/2019 16:04:09;30,2050543;FR;Direct;PC;Terminé
2634;Nous avons choisi de tirer profit de cette situation et de mener l'expérimentation uniquement avec les douze élèves de CE2 - dont aucun n'est inscrit en section internationale - lors des moments où les CE1 sont absents. ;Ponctuation;;Ponctuation : emploi erroné des traits d’union au lieu des tirets / au lieu des tirets demi-cadrat pour encadrer l’incise (« …- dont aucun … section internationale -… » au lieu de « — dont aucun … section internationale —… » ou « – dont aucun … section internationale –… ») – décalage entre les erreurs répertoriées par l’enseignant par rapport à notre filtre normatif (correction absente);"M2 Mémoire
Sciences du Langage / MEEF
";FUHV-XN5L;28/06/2019 16:04:10;;28/06/2019 16:04:30;20,0088367;FR;Direct;PC;Terminé
2635;Les élèves de CE2 de la classe, cinq filles et sept garçons, sont d'origines sociales hétérogènes : à notre connaissance au moins trois élèves vivent dans un contexte de précarité sociale (famille monoparentale, menace d'expulsion du territoire français...) et trois autres ont des parents appartenant à des catégories socio-professionnelles supérieures. ;Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de proposition (après « à notre connaissance »);"M2 Mémoire
Sciences du Langage / MEEF
";4XPG-VBMU;28/06/2019 16:04:32;;28/06/2019 16:04:46;14,6009123;FR;Direct;PC;Terminé
2636;Enfin deux élèves présentent des difficultés importantes dans la majeure partie des domaines d'apprentissages, avec un retard équivalent à plus d'un an de scolarité dans les domaines liées à la langue (lecture, orthographe...). ;"Orthographe;Ponctuation;Syntaxe / Construction des phrases";;"Orthographe + syntaxe : accord erroné nom-adjectif en genre (« domaine » + « lié ») (« les domaines liées » au lieu de « les domaines liées »)
Ponctuation : manque de virgule après la structure détachée en tête de phrase (après « Enfin »)
";"M2 Mémoire
Sciences du Langage / MEEF
";N4FV-QMBF;28/06/2019 16:04:48;;28/06/2019 16:05:19;31,8801774;FR;Direct;PC;Terminé
2637;Un de ces deux élèves, que nous appelleront M., est porteur de différents troubles reconnus comme handicaps par la MDPH et qui justifient l'intervention d'une AVS 12h par semaine et un suivi dans un CMP. ;"Orthographe;Syntaxe / Construction des phrases";;Orthographe + syntaxe : terminaison erronée du verbe « appeler » P4 futur simple (emploi erroné de la forme orthographique P6 futur simple de ce même verbe – P6 au lieu de P4 – « appelleront » au lieu de « appellerons ») ;"M2 Mémoire
Sciences du Langage / MEEF
";GXSY-SDZ5;28/06/2019 16:05:21;;28/06/2019 16:05:51;29,924095;FR;Direct;PC;Terminé
2638;En effet l'école n'a pas accès au RASED de la circonscription et les parents, très éloignés de la culture scolaire, refusent d'effectuer les démarches permettant de poser un diagnostique sur les difficultés de leur enfant. ;"Orthographe;Ponctuation";;"Orthographe erroné du nom (emploi erroné de la forme orthographique de l’adjectif dénominal – « diagnostique » au lieu de « diagnostic »)
Ponctuation : manque de virgule après la structure détachée en tête de phrase (après « En effet »)
";"M2 Mémoire
Sciences du Langage / MEEF
";VHSA-F4VE;28/06/2019 16:05:53;;28/06/2019 16:09:24;210,8307978;FR;Direct;PC;Terminé
2639;Du point de vu des apprentissages on peut donc considérer que le profil de la classe est plutôt bon.;"Orthographe;Ponctuation";;"Orthographe erronée de la locution prépositionnelle (« du point de vu » au lieu de « du point de vue »)
Ponctuation : manque de virgule après la structure détachée en tête de phrase introduite par « Du point de vue » (avant « on peut »)
";"M2 Mémoire
Sciences du Langage / MEEF
";5B7V-ZHR5;28/06/2019 16:09:25;;28/06/2019 16:09:49;24,5054223;FR;Direct;PC;Terminé
2640;Nous avons retenu trois structures de problèmes (cf. tableau 1) qui peuvent être déclinées chacune en différents versions par la modification de certaines variables didactiques, au premier rang desquelles les nombres en jeu dans les problèmes. ;Syntaxe / Construction des phrases;;Syntaxe : accord erroné accord erroné nom-déterminant en genre / genre erroné du déterminant (« différents » au lieu de « différentes ») (« en différents versions » au lieu de « en différents versions »);"M2 Mémoire
Sciences du Langage / MEEF
";BMUJ-VT6E;28/06/2019 16:09:51;;28/06/2019 16:10:16;24,8892477;FR;Direct;PC;Terminé
2641;Dans notre cas les solutions expertes correspondent à la résolution soit d'une équation soit d'un système d’équations : (...);Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de phrase (après « Dans notre cas »);"M2 Mémoire
Sciences du Langage / MEEF
";U7EE-79P6;28/06/2019 16:10:17;;28/06/2019 16:10:43;26,2705132;FR;Direct;PC;Terminé
2642;Pour répondre à notre problématique deux types de données sont recueillies pour être analysées : les interactions orales entre élèves et les traces écrites produites.;"Orthographe;Ponctuation;Syntaxe / Construction des phrases";;"Orthographe + syntaxe : accord erroné entre le sujet et le participe passé en genre auxiliaire « être » P6 présent indicatif voix passive (« recueilli ») (avec le mot « type » comme tête du syntagme / accord de proximité) (« deux types de données sont recueillies » au lieu de « deux types de données sont recueillis »)
Ponctuation : manque de virgule après la structure détachée en tête de phrase introduite par « pour » (après « Pour répondre à notre problématique »)
";"M2 Mémoire
Sciences du Langage / MEEF
";CA2Q-2M8L;28/06/2019 16:10:44;;28/06/2019 16:11:13;29,3455115;FR;Direct;PC;Terminé
2643;Nous faisons le choix de la vidéo plutôt que de l'enregistrement audio car celle-ci permet de bien comprendre les interactions en identifiant qui parle, en captant la composante non verbale du langage et en donnant à voir l'attitude des élèves silencieux - de l'écoute attentive à l'inattention. ;Ponctuation;;Ponctuation : emploi erroné d’un trait d’union au lieu de tiret / au lieu de tiret demi-cadrat pour introduite la structure détachée (« …- de l'écoute attentive à l'inattention » au lieu de « — de l'écoute attentive à l'inattention » ou « – de l'écoute attentive à l'inattention ») – décalage entre les erreurs répertoriées par l’enseignant par rapport à notre filtre normatif (correction absente);"M2 Mémoire
Sciences du Langage / MEEF
";PRB4-Y4QB;28/06/2019 16:11:16;;28/06/2019 16:11:31;15,3178547;FR;Direct;PC;Terminé
2644;Considérant le temps dont nous disposons pour cette étude il ne nous aurait pas été possible d'analyser les interactions de chaque groupe lors de chaque séance, le choix est donc fait de ne filmer qu'un groupe par séance. ;Ponctuation;;"Ponctuation : manque de virgule après la structure détachée en tête de phrase (participe présent en tête de phrase) (après « Considérant le temps dont nous disposons pour cette étude »)
Ponctuation : signe de ponctuation erroné entre deux principales (virgule au lieu de deux-points avant «le choix est donc fait »)
";"M2 Mémoire
Sciences du Langage / MEEF
";3TA9-BFSG;28/06/2019 16:11:32;;28/06/2019 16:11:54;22,0983264;FR;Direct;PC;Terminé
2645;Au total deux heures et trente minutes d'enregistrement sont réalisées. ;Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de phrase (après « Au total »);"M2 Mémoire
Sciences du Langage / MEEF
";2RRG-NSNH;28/06/2019 16:11:56;;28/06/2019 16:12:10;14,0320317;FR;Direct;PC;Terminé
2646;(...) : les réponses aux questions posées (résolution ou création de problèmes) et les affiches réalisées en vu d'une présentation à la classe.;Orthographe;;Orthographe erroné du connecteur / de la locution prépositionnelle (« en vu de » au lieu de « en vue de »);"M2 Mémoire
Sciences du Langage / MEEF
";MU3B-N57H;28/06/2019 16:12:12;;28/06/2019 16:12:40;27,6328671;FR;Direct;PC;Terminé
2647;L'analyse des données recueillies vise à dégager plusieurs indicateurs permettant de valider ou d'infirmer les hypothèses émises : la première a trait à l'apparition d'interactions constructives permettant de résoudre les problème la deuxième à trait aux progrès des élèves sous l'effet du travail de groupe et des interactions. ;"Orthographe;Lexique;Syntaxe / Construction des phrases;Cohérence / cohésion / argumentation";;"Orthographe erronée de la forme verbale du verbe « avoir » P3 présent indicatif (ajout erroné d’un accent grave) (« à » au lieu de « a »)
Orthographe + syntaxe : singulier erroné du nom (« problème ») (« les problème » au lieu de « les problèmes »)
Lexique : choix erroné de la collocation / choix erroné du mot (« viser à dégager » au lieu de « s’appuyer ») (« L'analyse…vise à dégager plusieurs indicateurs » au lieu de « L'analyse… s’appuie sur plusieurs indicateurs »)
Syntaxe : manque de conjonction « et » entre deux éléments coordonnés (entre deux principales) (avant « la deuxième »)
Syntaxe + cohérence : approximation syntaxique / rupture syntaxique (manque de pronom relatif « dont » + coréférence ambiguë de l’anaphore « le premier » et « le deuxième ») (« …valider ou d'infirmer les hypothèses émises : la première…la deuxième… » au lieu de « …valider ou d'infirmer les hypothèses émises dont la première…et la deuxième… » – la coréférence devient ainsi explicite)
";"M2 Mémoire
Sciences du Langage / MEEF
";NDHU-SGNJ;28/06/2019 16:12:41;;28/06/2019 16:13:58;77,5883152;FR;Direct;PC;Terminé
2648;Concernant l'hypothèse 1 nous cherchons tout d'abord, dans les retranscriptions des séances captées, des interactions que nous qualifions de constructives au regard de la tâche proposée. ;Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de phrase (après « Concernant l'hypothèse 1 »);"M2 Mémoire
Sciences du Langage / MEEF
";UHHU-WSNJ;28/06/2019 16:13:59;;28/06/2019 16:14:09;9,9627338;FR;Direct;PC;Terminé
2649;​- explications : par exemple venant d'un élève ayant compris l'énoncé, en direction d'un élève ne l'ayant pas compris, on cherche ici à observer la manière dont l'élève ayant compris rend accessible son explication à l'élève en demande et si l'élève en demande a compris l'explication fournie;Ponctuation;;Ponctuation : signe de ponctuation erroné entre deux principales (virgule au lieu de deux-points avant « on cherche ici »);"M2 Mémoire
Sciences du Langage / MEEF
";GS6W-PUUT;28/06/2019 16:14:11;;28/06/2019 16:14:43;32,2862572;FR;Direct;PC;Terminé
2650;​- justifications : un élève justifie une réponse proposée, on est particulièrement attentif ici aux arguments employés par l'élève;Ponctuation;;Ponctuation : signe de ponctuation erroné entre deux principales (virgule au lieu de deux-points avant « on est particulièrement attentif »);"M2 Mémoire
Sciences du Langage / MEEF
";DLAJ-93WW;28/06/2019 16:14:45;;28/06/2019 16:14:58;13,1909157;FR;Direct;PC;Terminé
2651;​- partage de stratégies : nous cherchons à voir si les élèves parviennent à détailler la ou les procédures permettant de résoudre le type de problème en jeu, nous cherchons à voir si les élèves parviennent à prendre conscience et à verbaliser les étapes de leur raisonnement, on se rapproche dans ce cas de réflexions liées à la métacognition;Ponctuation;;"Ponctuation : signe de ponctuation erroné entre deux principales (virgule au lieu de point avant « nous cherchons à voir »)
Ponctuation : signe de ponctuation erroné entre deux principales (virgule au lieu de deux-points avant « on se rapproche »)
";"M2 Mémoire
Sciences du Langage / MEEF
";GW3S-MNRA;28/06/2019 16:15:00;;28/06/2019 16:16:06;65,7990314;FR;Direct;PC;Terminé
2652;Nous mettons en regard certaines interactions de type métacognition, avec les posters réalisés par les élèves lors de la première séance et présentés lors de la deuxième, nous cherchons dans ceux-ci la verbalisation écrite des stratégies de résolution déployées par les élèves.;Ponctuation;;Ponctuation : signe de ponctuation erroné entre deux principales (virgule au lieu de deux-points avant « nous cherchons dans ceux-ci »);"M2 Mémoire
Sciences du Langage / MEEF
";HSXN-WNEN;28/06/2019 16:16:08;;28/06/2019 16:16:21;13,3485221;FR;Direct;PC;Terminé
2653;Pour valider l'hypothèse 1 nous mettons en regard la présence d'interactions constructives avec des indicateurs de réussite de la tâche par les élèves. ;Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de phrase introduite par « pour » (après « Pour valider l'hypothèse 1 »);"M2 Mémoire
Sciences du Langage / MEEF

 ";SL35-UV3Y;28/06/2019 16:16:22;;28/06/2019 16:16:35;13,189335;FR;Direct;PC;Terminé
2654;Ces indicateurs sont relevés dans les traces écrites produites au fil des séances : réponses correctes aux problèmes et créations d'énoncés de problèmes originaux et correctes d'un point de vu mathématique.;"Orthographe;Syntaxe / Construction des phrases";;"Orthographe erronée de la locution prépositionnelle (« d’un point de vu » au lieu de « d’un point de vue »)
Orthographe + syntaxe : accord erroné nom-adjectif en genre (adjectif en –ct) (« correct ») (« problèmes originaux et correctes » au lieu de « problèmes originaux et corrects ») – décalage entre les erreurs répertoriées par l’enseignant par rapport à notre filtre normatif (correction absente)
";"M2 Mémoire
Sciences du Langage / MEEF
";NECH-77K3;28/06/2019 16:16:38;;28/06/2019 16:17:45;67,1316772;FR;Direct;PC;Terminé
